Rfrg_Prvdr_Geo_Lvl,Rfrg_Prvdr_Geo_Cd,Rfrg_Prvdr_Geo_Desc,BETOS_Lvl,BETOS_Cd,BETOS_Desc,HCPCS_Cd,HCPCS_Desc,Suplr_Rentl_Ind,Tot_Rfrg_Prvdrs,Tot_Suplrs,Tot_Suplr_Benes,Tot_Suplr_Clms,Tot_Suplr_Srvcs,Avg_Suplr_Sbmtd_Chrg,Avg_Suplr_Mdcr_Alowd_Amt,Avg_Suplr_Mdcr_Pymt_Amt,Avg_Suplr_Mdcr_Stdzd_Amt
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1007,"Wheelchair accessory, power seating system, combination tilt and recline, with mechanical shear reduction",N,170,31,234,234,234,14051.52581,8560.100427,6729.129444,6290.533846
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1010,"Wheelchair accessory, addition to power seating system, power leg elevation system, including leg rest, pair",N,24,9,26,26,26,1561.071154,1129.796154,903.8369231,878.2003846
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1012,"Wheelchair accessory, addition to power seating system, center mount power elevating leg rest/platform, complete system, any type, each",N,189,29,270,270,270,3503.135259,1135.198407,897.591037,866.6401482
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1016,"Shock absorber for power wheelchair, each",N,14,3,15,16,29,123.24,113.4331035,90.74586207,85.10586207
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1020,"Residual limb support system for wheelchair, any type",Y,76,29,118,657,726,54.21910468,16.25960055,12.24783747,11.6631405
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1028,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware for joystick, other control interface or positioning accessory",N,303,39,416,495,1044,365.6341379,190.6105268,150.3856609,118.4646648
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1028,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware for joystick, other control interface or positioning accessory",Y,121,25,137,770,993,55.61910373,14.333857,10.98193354,9.17510574
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1029,"Wheelchair accessory, ventilator tray, fixed",Y,3,2,,17,17,92.80705882,29.43411765,23.54764706,23.07294118
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1031,"Rollabout chair, any and all types with casters 5"" or greater",Y,30,9,37,149,152,50.0775,37.4831579,27.30592105,27.26019737
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1035,"Multi-positional patient transfer system, with integrated seat, operated by care giver, patient weight capacity up to and including 300 lbs",Y,180,5,332,1362,1362,891.2464611,541.3792731,425.3236344,404.7751836
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1036,"Multi-positional patient transfer system, extra-wide, with integrated seat, operated by caregiver, patient weight capacity greater than 300 lbs",Y,25,2,26,112,112,1111.241339,753.8195536,592.5439286,558.1830357
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1038,"Transport chair, adult size, patient weight capacity up to and including 300 pounds",Y,238,66,342,1775,1837,39.94408819,14.10986935,10.55606424,9.695596081
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1161,"Manual adult size wheelchair, includes tilt in space",Y,68,18,77,406,406,1014.778251,224.1921429,167.3951478,164.0649754
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1225,"Wheelchair accessory, manual semi-reclining back, (recline greater than 15 degrees, but less than 80 degrees), each",Y,19,11,36,163,163,51.59079755,35.31472393,27.25638037,24.75361963
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1226,"Wheelchair accessory, manual fully reclining back, (recline greater than 80 degrees), each",N,27,15,35,36,36,727.8897222,485.3027778,388.2419444,335.0344444
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1226,"Wheelchair accessory, manual fully reclining back, (recline greater than 80 degrees), each",Y,73,36,94,352,355,71.07746479,46.97450704,34.44504225,31.11878873
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1233,"Wheelchair, pediatric size, tilt-in-space, rigid, adjustable, without seating system",Y,3,2,,16,16,469.05625,193.44,138.676875,135.9075
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E1238,"Wheelchair, pediatric size, folding, adjustable, without seating system",Y,3,2,,28,28,381.4539286,151.5860714,114.4,112.1117857
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2201,"Manual wheelchair accessory, nonstandard seat frame, width greater than or equal to 20 inches and less than 24 inches",N,96,19,163,164,164,470.7656707,361.8337805,286.3059146,260.6548781
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2201,"Manual wheelchair accessory, nonstandard seat frame, width greater than or equal to 20 inches and less than 24 inches",Y,48,15,104,467,468,59.54553419,35.14269231,26.1882265,24.51465812
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2202,"Manual wheelchair accessory, nonstandard seat frame width, 24-27 inches",N,10,5,12,12,12,526.0691667,445.3216667,340.4891667,343.2866667
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2202,"Manual wheelchair accessory, nonstandard seat frame width, 24-27 inches",Y,16,7,16,69,69,66.26115942,46.30449275,36.28246377,35.42521739
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2203,"Manual wheelchair accessory, nonstandard seat frame depth, 20 to less than 22 inches",N,24,12,26,26,26,786.8811539,496.7573077,397.4046154,338.3157692
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2203,"Manual wheelchair accessory, nonstandard seat frame depth, 20 to less than 22 inches",Y,39,5,61,300,300,54.6202,47.954,36.3433,32.5161
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2205,"Manual wheelchair accessory, handrim without projections (includes ergonomic or contoured), any type, replacement only, each",N,11,4,11,11,20,118.636,37.3025,29.8425,29.273
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2206,"Manual wheelchair accessory, wheel lock assembly, complete, replacement only, each",N,31,14,32,33,64,99.9653125,43.7178125,34.97265625,33.7721875
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2208,"Wheelchair accessory, cylinder tank carrier, each",N,39,13,41,41,41,145.9073171,95.26658537,76.21170732,67.7002439
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2208,"Wheelchair accessory, cylinder tank carrier, each",Y,3,3,,18,18,13.83833333,8.807777778,7.045555556,6.461111111
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2209,"Accessory, arm trough, with or without hand support, each",N,37,16,48,48,60,257.6496667,98.81933333,78.01716667,67.321
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2209,"Accessory, arm trough, with or without hand support, each",Y,8,6,12,54,56,12.07107143,8.932678571,6.110178571,5.74625
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2210,"Wheelchair accessory, bearings, any type, replacement only, each",N,75,19,78,84,359,40.18768802,5.957270195,4.728579387,4.558802228
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2211,"Manual wheelchair accessory, pneumatic propulsion tire, any size, each",N,64,17,71,74,144,56.48076389,37.94041667,29.19243056,27.20909722
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2213,"Manual wheelchair accessory, insert for pneumatic propulsion tire (removable), any type, any size, each",N,73,18,80,83,161,56.30018634,33.23503106,25.79931677,23.71136646
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2213,"Manual wheelchair accessory, insert for pneumatic propulsion tire (removable), any type, any size, each",Y,5,2,,25,49,22.04326531,3.111020408,2.486734694,2.372653061
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2219,"Manual wheelchair accessory, foam caster tire, any size, each",N,15,9,16,17,32,92.7253125,37.3590625,27.573125,28.4053125
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2228,"Manual wheelchair accessory, wheel braking system and lock, complete, each",Y,1,1,,11,22,108.97,64.50727273,45.53636364,52.55
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2231,"Manual wheelchair accessory, solid seat support base (replaces sling seat), includes any type mounting hardware",N,24,13,24,24,24,345.555,167.88,128.9033333,110.1241667
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2231,"Manual wheelchair accessory, solid seat support base (replaces sling seat), includes any type mounting hardware",Y,4,2,,18,18,99.00444444,15.53944444,12.43277778,11.5
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2310,"Power wheelchair accessory, electronic connection between wheelchair controller and one power seating system motor, including all related electronics, indicator feature, mechanical function selection switch, and fixed mounting hardware",N,29,13,37,37,37,2847.316487,1132.75946,885.642973,848.7451351
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2311,"Power wheelchair accessory, electronic connection between wheelchair controller and two or more power seating system motors, including all related electronics, indicator feature, mechanical function selection switch, and fixed mounting hardware",N,217,33,305,306,306,3880.859281,2260.583007,1783.611177,1722.893824
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2313,"Power wheelchair accessory, harness for upgrade to expandable controller, including all fasteners, connectors and mounting hardware, each",N,180,31,242,242,242,587.9136364,371.6934711,291.1772727,286.3060744
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2321,"Power wheelchair accessory, hand control interface, remote joystick, nonproportional, including all related electronics, mechanical stop switch, and fixed mounting hardware",N,11,2,13,13,13,2658.461539,1755.069231,1404.055385,1311.790769
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2323,"Power wheelchair accessory, specialty joystick handle for hand control interface, prefabricated",N,20,13,24,24,24,144.51125,68.20958333,54.56666667,52.8225
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2359,"Power wheelchair accessory, group 34 sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",N,93,23,116,117,234,711.6528205,195.7325641,152.4407265,135.9132051
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2361,"Power wheelchair accessory, 22nf sealed lead acid battery, each, (e.g., gel cell, absorbed glassmat)",N,330,53,429,440,873,316.542543,130.1924742,100.9636197,91.86643757
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2363,"Power wheelchair accessory, group 24 sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",N,69,22,84,86,172,553.5571512,175.2604651,136.1425581,121.8255233
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2365,"Power wheelchair accessory, u-1 sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",N,471,62,603,610,1211,160.1919075,88.49415359,69.09781998,64.87164327
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2366,"Power wheelchair accessory, battery charger, single mode, for use with only one battery type, sealed or non-sealed, each",N,128,34,134,136,136,353.0560294,212.4720588,163.7883088,158.7927206
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2370,"Power wheelchair component, integrated drive wheel motor and gear box combination, replacement only",N,75,24,83,89,151,990.9780133,666.4782119,527.6556291,509.4402649
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2370,"Power wheelchair component, integrated drive wheel motor and gear box combination, replacement only",Y,3,3,,28,33,92.66666667,54.03818182,38.30939394,32.08757576
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2374,"Power wheelchair accessory, hand or chin control interface, standard remote joystick (not including controller), proportional, including all related electronics and fixed mounting hardware, replacement only",N,98,28,106,108,108,1261.986944,524.0083333,396.3342593,386.8842593
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2374,"Power wheelchair accessory, hand or chin control interface, standard remote joystick (not including controller), proportional, including all related electronics and fixed mounting hardware, replacement only",Y,14,7,15,73,85,86.68317647,39.97435294,28.57917647,28.26741177
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2375,"Power wheelchair accessory, non-expandable controller, including all related electronics and mounting hardware, replacement only",N,47,11,47,48,48,1007.072083,737.9227083,589.346875,575.3672917
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2376,"Power wheelchair accessory, expandable controller, including all related electronics and mounting hardware, replacement only",N,10,6,11,12,12,1402.821667,1089.573333,871.6583333,848.9775
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2377,"Power wheelchair accessory, expandable controller, including all related electronics and mounting hardware, upgrade provided at initial issue",N,174,31,236,236,236,829.1825,479.7364407,376.5132627,358.7371186
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2378,"Power wheelchair component, actuator, replacement only",N,11,7,11,12,12,958.8308333,552.9166667,435.9625,428.0016667
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2381,"Power wheelchair accessory, pneumatic drive wheel tire, any size, replacement only, each",N,23,8,23,26,47,146.4642553,69.92702128,55.43680851,53.04382979
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2386,"Power wheelchair accessory, foam filled drive wheel tire, any size, replacement only, each",N,113,22,124,130,250,231.77164,129.221,101.82572,97.90148
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2387,"Power wheelchair accessory, foam filled caster tire, any size, replacement only, each",N,64,11,73,78,246,85.64231707,57.0100813,45.30191057,44.00573171
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2389,"Power wheelchair accessory, foam caster tire, any size, replacement only, each",N,27,13,27,30,93,99.76473118,27.16870968,20.75795699,20.24688172
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2390,"Power wheelchair accessory, solid (rubber/plastic) drive wheel tire, any size, replacement only, each",N,12,5,12,13,24,314.6766667,41.55,33.23875,32.21625
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2391,"Power wheelchair accessory, solid (rubber/plastic) caster tire (removable), any size, replacement only, each",N,19,5,19,20,54,102.0624074,19.37444444,15.49944444,14.71574074
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2392,"Power wheelchair accessory, solid (rubber/plastic) caster tire with integrated wheel, any size, replacement only, each",N,61,22,68,72,214,132.7092523,50.31873832,37.61434579,36.49205608
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2394,"Power wheelchair accessory, drive wheel excludes tire, any size, replacement only, each",N,113,23,128,132,251,183.2071315,68.93808765,54.11752988,51.63043825
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2395,"Power wheelchair accessory, caster wheel excludes tire, any size, replacement only, each",N,100,20,111,119,374,88.06665775,48.8071123,38.66513369,37.20368984
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2396,"Power wheelchair accessory, caster fork, any size, replacement only, each",N,52,9,62,65,136,96.82485294,58.91095588,47.13051471,45.75220588
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2601,"General use wheelchair seat cushion, width less than 22 inches, any depth",N,814,159,2293,2296,2296,94.95663763,46.29109321,36.34381533,33.99289199
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2601,"General use wheelchair seat cushion, width less than 22 inches, any depth",Y,6,6,,11,11,36.74090909,4.619090909,3.046363636,2.842727273
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2602,"General use wheelchair seat cushion, width 22 inches or greater, any depth",N,60,29,94,94,94,158.1161702,95.55585106,74.54,70.12308511
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2603,"Skin protection wheelchair seat cushion, width less than 22 inches, any depth",N,56,22,71,71,71,395.8305634,135.5421127,107.4021127,88.42591549
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2605,"Positioning wheelchair seat cushion, width less than 22 inches, any depth",N,27,14,27,27,27,386.1740741,247.5244444,192.8511111,168.4114815
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2607,"Skin protection and positioning wheelchair seat cushion, width less than 22 inches, any depth",N,115,20,127,128,128,518.0549219,277.0923438,208.9465625,167.6682813
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2611,"General use wheelchair back cushion, width less than 22 inches, any height, including any type mounting hardware",N,477,83,963,964,964,381.5312344,215.3963589,170.1783714,147.5087863
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2612,"General use wheelchair back cushion, width 22 inches or greater, any height, including any type mounting hardware",N,14,8,14,14,14,440.305,349.4607143,279.5692857,260.2278571
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2613,"Positioning wheelchair back cushion, posterior, width less than 22 inches, any height, including any type mounting hardware",N,30,13,32,32,32,738.3990625,370.6515625,296.5221875,257.715625
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2615,"Positioning wheelchair back cushion, posterior-lateral, width less than 22 inches, any height, including any type mounting hardware",N,25,12,26,26,26,998.8226923,434.2723077,336.2215385,283.0976923
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2617,"Custom fabricated wheelchair back cushion, any size, including any type mounting hardware",N,11,8,14,14,14,3286.980714,1319.202143,1055.361429,1036.057143
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2620,"Positioning wheelchair back cushion, planar back with lateral supports, width less than 22 inches, any height, including any type mounting hardware",N,137,29,187,188,188,1028.188351,526.6435106,415.7839894,323.1431915
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2622,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",N,106,31,148,148,148,675.8541892,327.9311487,260.1975,246.8181081
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,E2624,"Skin protection and positioning wheelchair seat cushion, adjustable, width less than 22 inches, any depth",N,49,22,54,54,54,626.6694444,330.3659259,256.8761111,245.8001852
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0001,Standard wheelchair,Y,1992,293,5729,28395,28820,67.4217474,27.49161138,20.25213532,19.29565337
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0002,Standard hemi (low seat) wheelchair,Y,76,30,116,500,523,90.06458891,47.29929254,34.34070746,30.56996176
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0003,Lightweight wheelchair,Y,867,154,2171,11147,11414,99.49349571,47.7256457,35.18483967,30.20176538
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0004,"High strength, lightweight wheelchair",Y,66,24,186,936,937,147.7108538,57.44273212,42.39701174,40.42459979
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0005,Ultralightweight wheelchair,N,89,26,108,108,108,2968.556667,1864.754444,1417.830278,1420.725185
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0006,Heavy duty wheelchair,Y,236,97,316,1675,1696,136.2831958,68.63583726,51.13943396,49.31672759
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0007,Extra heavy duty wheelchair,Y,137,73,177,804,825,204.9156,106.6105939,79.49966061,70.26509091
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0015,"Detachable, non-adjustable height armrest, replacement only, each",Y,4,1,,14,28,18.19,12.985,10.385,10.33
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0017,"Detachable, adjustable height armrest, base, replacement only, each",N,21,7,22,22,44,84.38,50.60409091,37.38727273,36.63977273
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0018,"Detachable, adjustable height armrest, upper portion, replacement only, each",N,23,11,23,25,47,57.2206383,28.07191489,19.49042553,19.02531915
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0019,"Arm pad, replacement only, each",N,131,31,144,158,280,47.26639286,15.84032143,11.87603571,11.35660714
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0038,"Leg strap, each",N,35,16,36,37,46,66.86130435,23.07543478,17.63152174,17.0273913
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0040,"Adjustable angle footplate, each",N,116,28,134,140,235,200.4221277,71.36608511,55.45174468,45.14221277
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0040,"Adjustable angle footplate, each",Y,7,2,,33,65,39.98615385,6.592923077,5.271692308,4.478
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0053,"Elevating footrests, articulating (telescoping), each",Y,15,7,26,114,147,16.1207483,8.930408163,6.997142857,6.687142857
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0069,"Rear wheel assembly, complete, with solid tire, spokes or molded, replacement only, each",N,12,7,12,12,23,213.9982609,103.8282609,83.06217391,80.89347826
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0077,"Front caster assembly, complete, with solid tire, replacement only, each",N,20,11,20,20,39,154.0451282,65.02179487,47.94564103,46.49923077
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0108,"Wheelchair component or accessory, not otherwise specified",N,254,46,309,402,879,229.5235609,100.8838112,79.55343572,77.98216155
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0195,"Elevating leg rests, pair (for use with capped rental wheelchair base)",Y,752,189,2190,10890,10979,28.39884051,11.6591256,8.7079142,7.96723381
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0733,"Power wheelchair accessory, 12 to 24 amp hour sealed lead acid battery, each (e.g., gel cell, absorbed glassmat)",N,30,17,32,32,62,61.99306452,28.955,21.11,20.38258065
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0800,"Power operated vehicle, group 1 standard, patient weight capacity up to and including 300 pounds",N,82,29,86,86,86,1539.826395,980.4688372,775.3915116,724.9439535
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0814,"Power wheelchair, group 1 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",Y,5,4,,31,31,530.6277419,179.0419355,133.1487097,119.9822581
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0816,"Power wheelchair, group 1 standard, captains chair, patient weight capacity up to and including 300 pounds",Y,4,2,,11,12,435.9908333,166.335,124.5875,121.6283333
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0821,"Power wheelchair, group 2 standard, portable, captains chair, patient weight capacity up to and including 300 pounds",Y,26,16,28,154,154,578.7161039,222.5276623,174.4025974,154.5151948
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0822,"Power wheelchair, group 2 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",Y,28,10,29,139,139,597.2291367,210.1730216,162.4707194,154.5881295
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0823,"Power wheelchair, group 2 standard, captains chair, patient weight capacity up to and including 300 pounds",Y,612,76,843,4764,4818,725.7095247,211.302802,162.3099606,147.466675
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0825,"Power wheelchair, group 2 heavy duty, captains chair, patient weight capacity 301 to 450 pounds",Y,100,36,112,563,567,780.482575,284.3780952,219.1315697,199.8856437
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0827,"Power wheelchair, group 2 very heavy duty, captains chair, patient weight capacity 451 to 600 pounds",Y,5,4,,33,33,895.7563636,379.8612121,298.970303,282.6918182
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0835,"Power wheelchair, group 2 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",N,21,7,25,25,25,9833.424,2909.4132,2271.2532,2148.6224
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0835,"Power wheelchair, group 2 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",Y,2,1,,12,12,792.55,168.66,123.6858333,121.2108333
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0836,"Power wheelchair, group 2 standard, single power option, captains chair, patient weight capacity up to and including 300 pounds",N,26,8,32,32,32,7918.665625,3065.06875,2441.905,2275.723125
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0841,"Power wheelchair, group 2 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",N,12,6,12,12,12,6984.418333,3308.9,2640.623333,2453.983333
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0842,"Power wheelchair, group 2 standard, multiple power option, captains chair, patient weight capacity up to and including 300 pounds",N,30,5,32,32,32,6848.497188,3255.175,2592.700625,2420.129688
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0848,"Power wheelchair, group 3 standard, sling/solid seat/back, patient weight capacity up to and including 300 pounds",N,17,7,17,17,17,8470.504706,5302,4221.937059,4137.500588
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0849,"Power wheelchair, group 3 standard, captains chair, patient weight capacity up to and including 300 pounds",N,26,7,30,30,30,8166.474333,5083.807333,4054.941333,3984.554
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0856,"Power wheelchair, group 3 standard, single power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",N,18,9,25,25,25,11048.1456,5690.93,4544.88,4453.9868
State,01,Alabama,Durable Medical Equipment,D1D,Wheelchairs,K0861,"Power wheelchair, group 3 standard, multiple power option, sling/solid seat/back, patient weight capacity up to and including 300 pounds",N,125,29,176,176,176,10911.08875,5700.069546,4446.509432,4358.098182
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4221,"Supplies for maintenance of non-insulin drug infusion catheter, per week (list drugs separately)",N,115,40,302,2726,6815,153.931953,22.46127806,17.69607043,17.09926926
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4222,"Infusion supplies for external drug infusion pump, per cassette or bag (list drugs separately)",N,91,36,181,1818,9859,144.6749934,41.49310173,32.91814687,31.94819657
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4224,"Supplies for maintenance of insulin infusion catheter, per week",N,208,24,1367,3997,63539,40.81226633,22.48073262,17.54118825,16.90498119
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4225,"Supplies for external insulin infusion pump, syringe type cartridge, sterile, each",N,206,24,1359,3944,126558,6.193594241,2.875408745,2.211015345,2.151660662
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4233,"Replacement battery, alkaline (other than j cell), for use with medically necessary home blood glucose monitor owned by patient, each",N,952,11,1549,2073,4176,5.510454981,0.537198276,0.40289751,0.372131226
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4235,"Replacement battery, lithium, for use with medically necessary home blood glucose monitor owned by patient, each",N,745,10,1113,1881,2032,3.001924213,1.01820374,0.768252953,0.735693898
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4253,"Blood glucose test or reagent strips for home blood glucose monitor, per 50 strips",N,3093,1406,25059,64060,181067,56.55810987,8.4236888,6.055243363,5.858797959
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4256,"Normal, low and high calibrator solution / chips",N,1559,44,3676,8904,9173,11.53814237,3.560094844,2.61740979,2.439405865
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4258,"Spring-powered device for lancet, each",N,1495,117,3335,4134,4140,17.99848551,2.229927536,1.657801932,1.545272947
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4259,"Lancets, per box of 100",N,2643,1062,13469,27751,42794,13.76021148,1.453088283,1.051596018,1.007073889
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4595,"Electrical stimulator supplies, 2 lead, per month, (e.g., tens, nmes)",N,18,9,17,48,109,25.22568807,19.60614679,13.67284404,11.10027523
State,01,Alabama,Durable Medical Equipment,D1E,Other DME,A4604,Tubing with integrated heating element for use with positive airway pressure device,N,767,369,8248,16041,16047,102.8677448,48.21103384,36.99598554,35.08875491
